Reactants_SMILES,Products_SMILES,Reaction_SMILES,ROOT:RX_ID,ROOT:RX_NVAR,ROOT:RX_RANK,ROOT:RX_RTYP,ROOT:RX_RCT,ROOT:RX_PRO,ROOT:RX_BIN,ROOT:RXD:CL,ROOT:RXD:STP,ROOT:RXD:T,ROOT:RXD:TYP,ROOT:RXD:SUB,ROOT:RXD:SOL,ROOT:RXD:citation,ROOT:COPYRIGHT:COPYRIGHT,ROOT:RXD:TIM,ROOT:RXD:COND,ROOT:RXD:PH,ROOT:RXD:LCN,ROOT:RXD:COM,ROOT:RXD:RGT,ROOT:RXD:YPRO,ROOT:RXD:YD,ROOT:RXD:NYD,ROOT:RXD:PRT,ROOT:RXD:RXDES,ROOT:RXD:YDO,ROOT:RXD:SNR,ROOT:RXD:SRCT,ROOT:RXD:LB,ROOT:RXD:TI,ROOT:RXD:TXT,ROOT:RXD:CAT
Cc1ccc(NC(=O)Nc2ccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)cc2)cc1Cl,,Cc1ccc(NC(=O)Nc2ccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)cc2)cc1Cl>>,54421277,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(4-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00255-00256,,triethylamine,,,,,,,,,45,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)Nc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)Nc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421278,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00257-00258,,triethylamine,,,,,,,,,46,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421279,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00259-00260,,triethylamine,,,,,,,,,47,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCc2ccccc2NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)cc1Cl,,Cc1ccc(NC(=O)NCc2ccccc2NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)cc1Cl>>,54421280,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(2-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00261-00262,,triethylamine,,,,,,,,,48,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCc2ccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)cc2)cc1Cl,,Cc1ccc(NC(=O)NCc2ccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)cc2)cc1Cl>>,54421281,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(4-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00263-00264,,triethylamine,,,,,,,,,49,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCCCNC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)cc1Cl,,Cc1ccc(NC(=O)NCCCNC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)cc1Cl>>,54421282,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)propyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00265-00266,,triethylamine,,,,,,,,,50,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)OCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)OCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421283,1,34,half reaction|has preparation,,"3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl (3-chloro-4-methylphenyl)carbamate",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00267-00268,,triethylamine,,,,,,,,,51,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421284,1,34,half reaction|has preparation,,"N-(3-chloro-4-methylphenyl)-3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00269-00270,,triethylamine,,,,,,,,,52,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)Cc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)Cc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421285,1,34,half reaction|has preparation,,"N-(3-chloro-4-methylphenyl)-2-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)acetamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00271-00272,,triethylamine,,,,,,,,,53,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)Oc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)Oc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421286,1,34,half reaction|has preparation,,"3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl (3-chloro-4-methylphenyl)carbamate",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00273-00274,,triethylamine,,,,,,,,,54,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)N(C)Cc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)N(C)Cc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421287,1,34,half reaction|has preparation,,"3-(3-chloro-4-methylphenyl)-1-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)-1-methylurea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00275-00276,,triethylamine,,,,,,,,,55,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)CCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)CCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421288,1,34,half reaction|has preparation,,"N-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)propanamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00277-00278,,triethylamine,,,,,,,,,56,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NC(C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)NC(C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421289,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(1-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)ethyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00279-00280,,triethylamine,,,,,,,,,57,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)Nc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C,,Cc1ccc(NC(=O)Nc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C>>,54421290,1,34,half reaction|has preparation,,"1-(3,4-dimethylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00281-00282,,triethylamine,,,,,,,,,58,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
O=C1CCC(N2C(=O)C=C(Nc3cccc(NC(=O)Nc4ccc(Cl)c(Cl)c4)c3)C2=O)C(=O)N1,,O=C1CCC(N2C(=O)C=C(Nc3cccc(NC(=O)Nc4ccc(Cl)c(Cl)c4)c3)C2=O)C(=O)N1>>,54421291,1,34,half reaction|has preparation,,"1-(3,4-dichlorophenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00283-00284,,triethylamine,,,,,,,,,59,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)/C=C/c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)/C=C/c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421292,1,34,half reaction|has preparation,,"(E)-N-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)acrylamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00285-00286,,triethylamine,,,,,,,,,60,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C,,Cc1ccc(NC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C>>,54421293,1,34,half reaction|has preparation,,"1-(3,4-dimethylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00287-00288,,triethylamine,,,,,,,,,61,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1cc(NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)ccc1Cl,,Cc1cc(NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)ccc1Cl>>,54421294,1,34,half reaction|has preparation,,"3-(3-((4-chloro-3-methylphenyl)amino)-2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)piperidine-2,6-dione",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00182,,triethylamine,,,,,,,,,8,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
O=C1CCC(N2C(=O)C=C(Nc3cccc(CNC(=O)Nc4ccc(Cl)c(Cl)c4)c3)C2=O)C(=O)N1,,O=C1CCC(N2C(=O)C=C(Nc3cccc(CNC(=O)Nc4ccc(Cl)c(Cl)c4)c3)C2=O)C(=O)N1>>,54421295,1,34,half reaction|has preparation,,"1-(3,4-dichlorophenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00289-00290,,triethylamine,,,,,,,,,62,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(CC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C,,Cc1ccc(CC(=O)NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1C>>,54421296,1,34,half reaction|has preparation,,"2-(3,4-dimethylphenyl)-N-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)acetamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00291-00292,,triethylamine,,,,,,,,,63,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
O=C(Cc1ccc(Cl)c(Cl)c1)NCc1cccc(NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)c1,,O=C(Cc1ccc(Cl)c(Cl)c1)NCc1cccc(NC2=CC(=O)N(C3CCC(=O)NC3=O)C2=O)c1>>,54421297,1,34,half reaction|has preparation,,"2-(3,4-dichlorophenyl)-N-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)benzyl)acetamide",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00293-00294,,triethylamine,,,,,,,,,64,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)NCCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421298,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenethyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00295-00296,,triethylamine,,,,,,,,,65,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421299,1,34,half reaction|has preparation,,"3-(3-((3-(((3-chloro-4-methylphenyl)amino)methyl)phenyl)amino)-2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)piperidine-2,6-dione",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00297-00298,,triethylamine,,,,,,,,,66,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NCc2cccc(OC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)NCc2cccc(OC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421300,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)oxy)benzyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00299-00300,,triethylamine,,,,,,,,,67,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)NC(C)(C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)NC(C)(C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421301,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-(2-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)propan-2-yl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00301-00302,,triethylamine,,,,,,,,,68,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
Cc1ccc(NC(=O)N[C@H](C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,,Cc1ccc(NC(=O)N[C@H](C)c2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl>>,54421302,1,34,half reaction|has preparation,,"1-(3-chloro-4-methylphenyl)-3-((1R)-1-(3-((1-(2,6-dioxopiperidin-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)amino)phenyl)ethyl)urea",,Preparation,1,65,Michael Addition,,"1,4-dioxane",80164639; Patent; DANA FARBER CANCER INSTITUTE; WO2020/117759; A1; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 00162; 00179-00180; 00303-00304,,triethylamine,,,,,,,,,69,Method A: Base-promoted Michael addition,"General procedure: In an 8-mL vial, nucleophile NR2 (0.348 mmol, 1.0 equiv), which was commercially available or prepared in advance as described below, was dissolved in dioxane (1 mL). A solution of",
