Reactants_SMILES,Products_SMILES,Reaction_SMILES,RXN:RCT:CAS_RN,RXN:PRO:CAS_RN,RXN:VAR:CAS_Reaction_Number,RXN:VAR:STEPS,RXN:VAR:STAGES,RXN:VAR:PRO:YIELD,RXN:VAR:RGT:CAS_RN,RXN:VAR:SOL:CAS_RN,RXN:VAR:EXP_PROC,RXN:VAR:NOTES,RXN:VAR:REFERENCE:TITLE,RXN:VAR:REFERENCE:AUTHOR,RXN:VAR:REFERENCE:CITATION,RXN:VAR:CAT:CAS_RN,RXN:VAR:CAT:AMD,RXN:PRO:AMD,RXN:VAR:RGT:AMD
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-614-CAS-24090026,1,1,100,1333-74-0,75-85-4,,"high pressure, reusable catalyst, chitosan derived N-doped carbon",Chitosan derived N-doped carbon nanotubes for selective hydrogenation of,"Chi, Yuqing; Zheng, Shuyi; Zhang, Xiangwen; Li, Guozhu","International Journal of Hydrogen Energy (2021), 46(73), 36124-36136","['7440-44-0', '9012-76-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-614-CAS-24762789,1,1,100,16940-66-2,"['109-99-9', '7732-18-5']",,"green chemistry, aristolochia olivieri extract stabilized palladium",A novel synthesis of highly stable palladium nanoparticles and their,"Abdullah, Fuad Othman; Behrouzi, Leila; Kaboudin, Babak","Materials Research Express (2021), 8(9), 095002",7440-05-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-23671328,1,1,100,16940-66-2,67-56-1,,"selectivity 100%, catalyst prepared and used","Preparation of thermal stable supported metal (Cu, Au, Pd) nanoparticles","Peng, Weidan; Yan, Yukun; Zhang, Dawei; Zhou, Yangtao; Na, Duo; Xiao,","Colloids and Surfaces, A: Physicochemical and Engineering Aspects (2021),",7440-50-8,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-614-CAS-24629711,1,1,100,1333-74-0,64-17-5,,"green chemistry, high pressure, catalyst prepared and used,",Method for preparing chloroaniline by selective hydrogenation of,"Zhang, Rongrong; Huang, Wei; Ren, Lei; Wang, Peilan; Yang, Zhonglin","China, CN113292437 A 2021-08-24",,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-23144795,1,1,100,16940-66-2,7732-18-5,,"reusable catalyst, catalyst prepared and used, Candida parapsilosis ATCC",Yeast supported gold nanoparticles: an efficient catalyst for the,"Krishnan, Saravanan; Patel, Paresh N.; Balasubramanian, Kalpattu K.;","New Journal of Chemistry (2021), 45(4), 1915-1923",7440-57-5,Candida parapsilosis-supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22804608,1,1,100,7803-57-8,64-17-5,,"chemoselective, green chemistry, catalyst prepared and used, reusable",Iron oxide modified N-doped porous carbon derived from porous organic,"Lv, Jing; Liu, Zhengtang; Dong, Zhengping","Molecular Catalysis (2020), 498111249",1309-37-1,N-doped porous organic polymers,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22331694,1,1,100,16940-66-2,7732-18-5,,"solid-supported catalyst, porous aromatic framework-96 support used,",Highly selective reduction of nitroarenes with gold nano-catalysts,"Yang, Yuting; Yang, Yan; Wang, Tienan; Tian, Yuyang; Jing, Xiaofei; Zhu,","Microporous and Mesoporous Materials (2020), 306110393",7440-57-5,"optionally, porous aromatic framework-95/96 support used",,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22045559,1,1,100,"['121-44-8', '1333-74-0']",67-56-1,,"chemoselective, photochemical (white LED light irradiation (40 mW/cm2)",Selectivity control of Pt/SiC catalysts for photothermocatalytic,"Hou, Dong-Fang; Jiao, Zhi-Feng; Liang, Zai-Peng; Wang, Yun-Wei; Guo,","Applied Surface Science (2020), 526146616","['7439-89-6', '7440-06-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22566933,1,2,100,7803-57-8,64-17-5,,"chemoselective, solid-supported catalyst, catalyst prepared and used,",In Situ Synthesized Silica-Supported Co@N-Doped Carbon as Highly,"Sheng, Yao; Wang, Xueguang; Yue, Shengnan; Cheng, Gonglin; Zou, Xiujing;","ChemCatChem (2020), 12(18), 4632-4641",7440-48-4,supported on silica,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-23135073,1,1,100,"['1333-74-0', '14720-35-5']","['67-56-1', '7732-18-5']",,"solid-supported catalyst, copper/nickel supported on graphene oxide",Preparation method of supported Cu-Ni bimetallic catalyst and its,"Huang, Fei; Wang, Jing; Wang, Xixi; Sun, Jinyu; Li, Changjiang; Lan,","China, CN111659400 A 2020-09-15","['7440-02-0', '7440-50-8']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22329759,1,1,100,1333-74-0,64-17-5,,"thermal, magensium-containing carbon-coated nickel nanocomposite catalyst",Preparation of halogenated aniline,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470978 A 2020-07-31","['7439-95-4', '7440-02-0', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22329763,1,1,100,1333-74-0,64-17-5,,potassium containing carbon-coated nickel nanocomposite catalyst prepared,Preparation of halogenated anilines,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470977 A 2020-07-31","['7440-02-0', '7440-09-7', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22329767,1,1,100,1333-74-0,64-17-5,,"99.1% selectivity, sodium-containing carbon-coated nickel nanocomposite",Preparation of halogenated anilines,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470977 A 2020-07-31","['7440-02-0', '7440-23-5', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22812810,1,1,100,1333-74-0,64-17-5,,"high pressure, catalyst prepared and used, optimization study, optimized",Preparation of halogenated aniline,"Zong, Mingsheng; Xie, Jingxin; Rong, Junfeng; Wu, Genghuang; Yu, Peng;","China, CN111470976 A 2020-07-31","['7439-95-4', '7440-02-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-21750502,1,1,100,1333-74-0,"['75-85-4', '112-40-3']",,"chemoselective, high pressure, selectivity 100%, catalyst prepared and",Metal-Free Chemoselective Hydrogenation of Nitroarenes by N-Doped Carbon,"Li, Guozhu; Zheng, Shuyi; Wang, Li; Zhang, Xiangwen","ACS Omega (2020), 5(13), 7519-7528",7440-44-0,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-24114963,1,1,100,540-69-2,"['109-99-9', '7732-18-5']",,"green chemistry, solid-supported catalyst (N, S co-doped carbon",Selective Transfer Hydrogenation and N-Formylation of Nitroarenes by a,"Zhu, Qian; Sun, Xun; Zhao, Hong; Xu, Dan; Dong, Zhengping","Industrial & Engineering Chemistry Research (2020), 59(13), 5615-5623",7440-48-4,"N, S co-doped carbon-encapsulated",,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-21951390,1,1,100,13774-81-7,"['75-05-8', '7732-18-5']",,"catalyst prepared and used, reaction conducted in the presence of air",Semi-sandwich ruthenium-thioketone coordination compound and its,"Jia, Weiguo; Du, Tengteng; Du, Jun","China, CN110938086 A 2020-03-31","['57-09-0', '2415122-50-6']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22407025,1,1,100,1333-74-0,64-17-5,,"selectivity 100%, sealed autoclave used",Highly active and selective catalytic hydrogenation of,"Zhu, Donghong; Long, Li; Sun, Jingya; Wan, Haiqin; Zheng, Shourong","Applied Surface Science (2020), 504144329","['7440-06-4', '7440-50-8', '13463-67-7']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22217162,1,1,100,1333-74-0,64-17-5,,"chemoselective, high pressure, optimization study, reusable catalyst,",Highly selective hydrogenation of halogenated nitroarenes over Ru/CN,"Yue, Shengnan; Wang, Xueguang; Li, Shaoting; Sheng, Yao; Zou, Xiujing;","New Journal of Chemistry (2020), 44(27), 11861-11869",7440-18-8,nanocomposite with nitrogen doped carbon matrix,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22380921,1,1,100,,,,catalyst prepared and used,Pt/Al2O3 coated with N-doped carbon as a highly selective and stable,"Zhu, Donghong; Weng, Xin; Tang, Yuqiong; Sun, Jingya; Zheng, Shourong;","RSC Advances (2020), 10(24), 14208-14216","['1344-28-1', '7440-06-4']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22441208,1,1,100,7803-57-8,64-17-5,,"chemoselective, solid-supported catalyst, nitrogen-doped carbon",Selective hydrogenation of nitroarenes under mild conditions by the,"Chen, Shuo; Ling, Li-Li; Jiang, Shun-Feng; Jiang, Hong","Green Chemistry (2020), 22(17), 5730-5741",7440-48-4,nitrogen-doped carbon encapsulated,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-21266283,1,1,100,1333-74-0,64-17-5,,"green chemistry-catalyst, high pressure, solid-supported catalyst, sealed",Preparation method of titanium dioxide modified Ni based catalyst,"Liu, Pingyue; Huang, Lei; Hao, Fang; Xiong, Wei; Lv, Yang; Luo, Hean","China, CN110420642 A 2019-11-08","['7440-02-0', '13463-67-7']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20422487,1,1,100,16940-66-2,"['64-17-5', '7732-18-5']",,"solid-supported catalyst, carbon nano tubes/palladium-iron/nitrogen-doped",Pd-Fe dual-metal nanoparticles confined in the interface of carbon,"Wang, Deng; Liu, Jin; Xi, Jiangbo; Jiang, Jizhou; Bai, Zhengwu","Applied Surface Science (2019), 489477-484","['7439-89-6', '7440-05-3']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20088531,1,1,100,1333-74-0,67-56-1,,"chemoselective, green chemistry, solid-supported catalyst (Palladium",Decoration of Pd Nanoparticles with N and S Doped Carbon Quantum Dots as,"Lu, Chunshan; Zhu, Qianwen; Zhang, Xuejie; Ji, Haoke; Zhou, Yebin; Wang,","ACS Sustainable Chemistry & Engineering (2019), 7(9), 8542-8553","['7440-05-3', '7440-44-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19852981,1,1,100,1333-74-0,109-99-9,,"high pressure, solid-supported catalyst, thermal, reaction in a Schlenk",Atomically precise Ag nanoclusters intercalated in zirconium,"Gong, Honghui; Lin, Lina; Zhao, Xiuge; Li, Huan; Li, Difan; Xu, Zichen;","Applied Catalysis, A: General (2019), 5741-9",2126042-03-1,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20312287,1,1,100,1333-74-0,,,"solid-supported catalyst, recyclable catalyst used, catalyst prepared and","Composite of ionic liquid decorated cyclodextrin nanosponge, graphene","Sadjadi, Samahe; Heravi, Majid M.; Raja, Maryam","International Journal of Biological Macromolecules (2019), 122228-237","['1317-61-9', '7440-05-3']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19896745,1,1,100,1333-74-0,7732-18-5,,"high pressure, autoclave used, sealed reactor used, catalyst prepared and",Nitrogen-Doped Carbon Nanotube Confined Co-Nx Sites for Selective,"Gong, Wanbing; Lin, Yue; Chen, Chun; Al-Mamun, Mohammad; Lu, Hai-Sheng;","Advanced Materials (Weinheim, Germany) (2019), 31(11), n/a",46201-07-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-21001663,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']",,"catalyst prepared and used, reusable catalyst",Superfine CoNi alloy embedded in Al2O3 nanosheets for efficient tandem,"Cheng, Sihang; Liu, Yanchun; Zhao, Yingnan; Zhao, Xinyu; Lang, Zhongling;","Dalton Transactions (2019), 48(47), 17499-17506","['1344-28-1', '37379-64-9']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19744483,1,1,100,7803-57-8,64-17-5,,"solid-supported catalyst, Fe/Fe2O3@N-dopped Porous Carbon prepared and",Fe/Fe2O3@N-dopped Porous Carbon: A High-Performance Catalyst for,"Yun, Ruirui; Hong, Lirui; Ma, Wanjiao; Jia, Weiguo; Liu, Shoujie; Zheng,","ChemCatChem (2019), 11(2), 724-728","['1309-37-1', '7439-89-6', '1189182-67-9']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20900444,1,1,100,7803-57-8,64-17-5,,reusable catalyst,Highly efficient MoIV3···SbIII cluster frustrated Lewis pair,"Yu, Fang; Xu, Li","Dalton Transactions (2019), 48(47), 17445-17450",2395023-30-8,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20749237,1,1,100,13774-81-7,"['67-56-1', '7732-18-5']",,"reusable catalyst, rhodium encapsulate silicalite-1 (Rh@S-1-H) catalyst",Zeolite-Encaged Single-Atom Rhodium Catalysts: Highly-Efficient Hydrogen,"Sun, Qiming; Wang, Ning; Zhang, Tianjun; Bai, Risheng; Mayoral, Alvaro;","Angewandte Chemie, International Edition (2019), 58(51), 18570-18576",7440-16-6,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-614-CAS-25507490,1,1,100,1333-74-0,123-91-1,,"chemoselective, high pressure, reusable catalyst, catalyst prepared and",Chemoselective hydrogenation of unsaturated nitro compounds to,"Yamanaka, Nobutaka; Hara, Takayoshi; Ichikuni, Nobuyuki; Shimazu, Shogo","Chemistry Letters (2018), 47(8), 971-974",12059-24-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-18878327,1,1,100,1333-74-0,64-17-5,,"chemoselective, solid-supported catalyst (ionic liquid immobilized Ni",Highly Selective Hydrogenation with Ionic Liquid Stabilized Nickel,"Jiang, He-yan; Zhang, Si-shi; Sun, Bin","Catalysis Letters (2018), 148(5), 1336-1344","['7440-02-0', '1258238-80-0']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19850511,1,1,100,1333-74-0,64-17-5,,"solid-supported catalyst (CeO2 supported Ni catalyst prepared and used,",High Catalytic Performance of a CeO2-Supported Ni Catalyst for,"She, Wei; Qi, Tianqinji; Cui, Mengxing; Yan, Pengfei; Ng, Seik Weng; Li,","ACS Applied Materials & Interfaces (2018), 10(17), 14698-14707","['7440-02-0', '2290541-50-1']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-18699355,1,1,100,7803-57-8,64-17-5,,"reusable catalyst, Fe2O3-ultrathin naosheets (UNS) catalyst prepared and",Ultrathin γ-Fe2O3 nanosheets as a highly efficient catalyst for the,"Cui, Xueliang; Zhou, Xia; Dong, Zhengping","Catalysis Communications (2018), 10757-61",1309-37-1,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19332603,1,1,100,1333-74-0,64-17-5,,"solid-supported catalyst, selective, 96%, catalyst prepared and used,",Amino-Functionalized hollow microporous organic nanospheres for Pd,"He, Zidong; Wang, Tianqi; Xu, Yang; Zhou, Minghong; Yu, Wei; Shi, Buyin;","Journal of Polymer Science, Part A: Polymer Chemistry (2018), 56(18),",7440-05-3,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19348215,1,1,100,7803-57-8,67-63-0,,solid-supported catalyst (rhodium-calix[4]pyrrole porphyrin supported on,"Rhodium-calix[4]pyrrole and rhodium-tetraphenyl porphyrin: preparation,","Anjali, K.; Ahmed, M.; Christopher, J.; Sakthivel, A.","Dalton Transactions (2018), 47(35), 12353-12361",2243408-23-1,silica-bound,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19611101,1,1,100,302-01-2,7732-18-5,,"photochemical, xenon lamp (300 W) used, reusable catalyst, catalyst",Highly Efficient Photo-Reduction of p-Nitrophenol by Protonated Graphitic,"Qian, Jiajia; Yuan, Aili; Yao, Chengkai; Liu, Jiyang; Li, Benxia; Xi,","ChemCatChem (2018), 10(20), 4747-4754",143334-20-7,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-20735116,1,1,100,1333-74-0,110-54-3,,solid-supported catalyst (N-heterocyclic carbene modified Au-Pd alloy,N-Heterocyclic Carbene-Modified Au-Pd Alloy Nanoparticles and Their,"Tegeder, Patricia; Freitag, Matthias; Chepiga, Kathryn M.; Muratsugu,","Chemistry - A European Journal (2018), 24(70), 18682-18688","['13463-67-7', '110041-65-1']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-19395054,1,1,100,1333-74-0,64-17-5,,"high pressure, solid-supported catalyst, thermal, conversion",Synthesis of 3D N-doped graphene/carbon nanotube hybrids with,"Sun, Yanyan; Li, Xuewen; Cai, Zhongshun; Bai, Hongzhen; Tang, Guping;","Catalysis Science & Technology (2018), 8(19), 4858-4863",7440-02-0,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-18355941,1,1,100,"['7439-89-6', '16940-66-2', '1309573-60-1']","['109-99-9', '7732-18-5']",,alternative reaction conditions shown,Use of reaction medium containing water-surfactant mixture in,"Gallou, Fabrice; Parmentier, Michael; Zhou, Jianguang; Guo, Pengfei","World Intellectual Property Organization, WO2017168303 A1 2017-10-05",,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-17269826,1,1,100,1333-74-0,,,"high pressure, no solvent, mesoporous silica supported palladium catalyst",Direct synthesis of Pd incorporated in mesoporous silica for solvent-free,"Yu, Wen; Lin, Hsin-Wei; Tan, Chung-Sung","Chemical Engineering Journal (Amsterdam, Netherlands) (2017), 325124-133","['108-67-8', '7440-05-3', '7631-86-9']",,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-23677390,1,1,100,1333-74-0,64-17-5,,solid-supported catalyst (activated carbon supported Pt (Pt/AC) and Fe,Selective hydrogenation of p-chloronitrobenzene over an Fe promoted Pt/AC,"Chen, Hu; He, Daiping; He, Qingqing; Jiang, Ping; Zhou, Gongbing; Fu,","RSC Advances (2017), 7(46), 29143-29148",7440-06-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-18389965,1,1,100,1333-74-0,108-88-3,,"pre-reduced Pd-MgF2-x(OH)x) catalyst prepared and used, reusable catalyst",Palladium Supported on Fluorinated Magnesium Hydroxide: An Efficient,"Kokane, Reshma S.; Acham, Vaibhav R.; Kulal, Atul B.; Kemnitz, Erhard;","ChemistrySelect (2017), 2(32), 10618-10627",1125595-70-1,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-22011791,1,1,100,1333-74-0,64-17-5,,"high pressure, solid-supported catalyst, selective hydrogenation,",Highly efficient and durable platinum nanocatalysts stabilized by,"Yu, Wenjun; Lou, Lan-Lan; Li, Shanshan; Ma, Tianyuan; Ouyang, Lezi; Feng,","RSC Advances (2017), 7(2), 751-757",7440-06-4,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16907010,1,1,100,7803-57-8,64-17-5,,"chemoselective, green chemistry-catalyst, catalyst prepared and used,",Efficient chemoselective hydrogenation of halogenated nitrobenzenes over,"Tian, Meng; Cui, Xueliang; Yuan, Man; Yang, Jin; Ma, Jiantai; Dong,","Green Chemistry (2017), 19(6), 1548-1554",1309-37-1,mesoporous carbon supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16948742,1,1,100,1333-74-0,"['109-99-9', '7732-18-5']",,"high pressure, selective reduction, parr autoclave used, recyclable",Bulk iron pyrite as a catalyst for the selective hydrogenation of,"Morse, James R.; Callejas, Juan F.; Darling, Albert J.; Schaak, Raymond","Chemical Communications (Cambridge, United Kingdom) (2017), 53(35),",1309-36-0,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16330399,1,1,100,302-01-2,64-17-5,,"solid-supported catalyst, Fe-oxide nanoparticles supported on activated",Highly dispersed cobalt oxides nanoparticles on activated carbon fibres,"Beswick, Oliver; Parastaev, Alexander; Yuranov, Igor; LaGrange, Thomas;","Catalysis Today (2017), 279(Part_1), 29-35",1332-37-2,,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16704690,1,1,100,1333-74-0,64-17-5,,"solid-supported catalyst, catalyst prepared and used, PMDA/ODA reagent",Application of polyamide acid-supported platinum nano-catalyst in,"Li, Hengfeng; Li, Jun; Li, Zixi; Chen, Zhihui","China, CN106187782 A 2016-12-07",7440-06-4,PMDA/ODA based polyamide acid-supported,,
O=[N+]([O-])c1ccc(Cl)cc1,Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>Nc1ccc(Cl)cc1,100-00-5,106-47-8,31-522-CAS-16496395,1,3,100,1333-74-0,"['7732-18-5', '67-56-1']",,"photochemical, solid-supported catalyst, silicon carbide used (stage 1),",Method for photocatalytic synthesis of aniline compound under normal,"Guo, Xiangyun; Guo, Xiaoning; Hao, Caihong","China, CN106083601 A 2016-11-09","['10049-08-8', '10421-48-4']",,,
